doi,refcodes,year,count,url,core,name_dicts,compound_dicts
10.1039/C4DT02821J,"['FORGOK', 'FOTWUI']",2015,2,https://pubs.rsc.org/en/content/articlehtml/2015/DT/C4DT02821J?page=search,DT,"{'1': '[CuI4(bpz)4(pz)2(H6PW11CuIIO39)2]·10H2O', '2': '[CuII2(bpz)2(H2O)2(H3PCu0.5Mo11.5O40)]·3H2O', '3': '[Ag3(bpz)2(pz)(H4SiW12O40)]·4H2O', '4': 'C28H57Ag5N8O86P2Mo24'}",{}
10.1039/c0dt00031k,"['KAGYIC', 'KAGYOI', 'KAGYUO', 'KAGZAV', 'KAGZEZ', 'KAGZID', 'KAGZOJ', 'KAGZUP', 'KAHBAY', 'KAHBEC']",2010,10,https://pubs.rsc.org/en/content/articlehtml/2010/dt/c0dt00031k?page=search,dt,"{'1': '[La(apca)3]n', '2': '{[Pr(apca)(ox)(H2O)2]·H2O}n', '3': '{[Nd(apca)(ox)(H2O)2]·H2O}n', '4': '{[Ln(apca)(Sm)(H2O)2]·H2O}n', '5': '{[Ln(apca)(Eu)(H2O)2]·H2O}n', '6': '{[Ln(apca)(Gd)(H2O)2]·H2O}n', '7': '{[Ln(apca)(Tb)(H2O)2]·H2O}n', '8': '{[Ln(apca)(Dy)(H2O)2]·H2O}n', '9': '{[Ln(apca)(Er)(H2O)2]·H2O}n', '10': '{[Ln(apca)(Y)(H2O)2]·H2O}n'}",{}
10.1039/c2jm30867c,['FEDBEX'],2012,1,https://pubs.rsc.org/en/content/articlehtml/2012/jm/c2jm30867c?page=search,jm,{},{}
10.1039/C7NJ01562C,['TAXVUM'],2017,1,https://pubs.rsc.org/en/content/articlehtml/2017/NJ/C7NJ01562C?page=search,NJ,"{'1': '[Mn(L1′)(N3)]n', '2': '[Mn(L1′)(NCS)]2', '3': '[Mn(L2′)(CH3OH)2]·NO3', '4': '[Mn(L3′)(CH3OH)2]·NO3', 'L1': '1,3-di(1H-naphtho[1,2-e][1,3]oxazin-2(3H)-yl)propane', 'L2': '1,2-di(1H-naphtho[1,2-e][1,3]oxazin-2(3H)-yl)cyclohexane', 'L3': '1,2-bis(6-fluoro-2H-benzo[e][1,3]oxazin-3(4H)-yl)cyclohexane'}","{'L1': ['1,3-di(1H-naphtho[1,2-e][1,3]oxazin-2(3H)-yl)propane'], 'L2': ['1,2-di(1H-naphtho[1,2-e][1,3]oxazin-2(3H)-yl)cyclohexane'], 'L3': ['1,2-bis(6-fluoro-2H-benzo[e][1,3]oxazin-3(4H)-yl)cyclohexane']}"
10.1039/C5DT00281H,"['ZUDWUS', 'ZUDXAZ']",2015,2,https://pubs.rsc.org/en/content/articlehtml/2015/DT/C5DT00281H?page=search,DT,"{'1': '[Hdma]·(Fe4IIFeIIIF8(H2O)2(amtetraz)4)', '2': '[Hdma]1.5·(Fe4.5IIFe0.5IIIF7(H2O)(HCOO)(amtetraz)4)'}",{}
10.1039/C4CE02023E,"['GOTNAG', 'GOTNEK']",2015,2,https://pubs.rsc.org/en/content/articlehtml/2015/CE/C4CE02023E?page=search,CE,"{'1': '{[Dy2(PA)3(H2O)3(DMF)]·(DMF)2·(H2O)}n', '2': '{[Dy2(PA)3(H2O)2(DMF)2]·(DMF)3·(H2O)}n'}",{}
10.1039/D0CC05175F,['RUXPAE'],2020,1,https://pubs.rsc.org/en/content/articlehtml/2020/CC/D0CC05175F?page=search,CC,{'FCS-3': '{[Zn3(OH)(bmipia)(H2O)3]4·[Zn(H2O)6.5]2}n'},{}
10.1039/C4RA01336K,"['POKGON', 'POKGUT']",2014,2,https://pubs.rsc.org/en/content/articlehtml/2014/RA/C4RA01336K?page=search,RA,{},{}
10.1039/C7DT03886K,"['LENCAL', 'LENCEP']",2018,2,https://pubs.rsc.org/en/content/articlehtml/2018/DT/C7DT03886K?page=search,DT,"{'1': '[Mn(N3)(p-XBP4)(H2O)2]·(N3)', 'dehydrated-1': '[Mn(N3)(p-XBP4)]·(N3)', '2': '[Ni(N3)(p-XBP4)(H2O)2]·(N3)', 'dehydrated-2': '[Ni(N3)(p-XBP4)]·(N3)'}",{}
10.1039/C4DT00297K,['MIVNUC'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/DT/C4DT00297K?page=search,DT,"{'2': 'trans-2,2-Mo2(SNS5)4', '3': 'trans-1,1-Mo2(OAc)2(SNS6)2', '4a': 'cis-2,2-Mo2(SNO5)4', '4b': 'cis-2,2-Mo2(SNO6)4', '2·CH2': 'C17H18Cl2Mo2N4S8', '1b': 'trans-2,2-Mo2(SNO6)4', '1a': 'trans-2,2-Mo2(SNO5)4'}","{'2': ['trans-2,2-Mo2(SNS5)4'], '3': ['trans-1,1-Mo2(OAc)2(SNS6)2'], '4a': ['cis-2,2-Mo2(SNO5)4'], '4b': ['cis-2,2-Mo2(SNO6)4'], '1b': ['trans-2,2-Mo2(SNO6)4'], '1a': ['trans-2,2-Mo2(SNO5)4']}"
10.1039/C5DT00774G,"['XUFCUY', 'XUFDAF', 'XUFDEJ', 'XUFDIN']",2015,4,https://pubs.rsc.org/en/content/articlehtml/2015/DT/C5DT00774G?page=search,DT,{},{'L': ['bis(3-pyridyl)cyclotetramethylenesilane']}
10.1039/C9QI00926D,"['GOPWUG', 'GOPXAN', 'GOPXER', 'GOPXIV']",2019,4,https://pubs.rsc.org/en/content/articlehtml/2019/QI/C9QI00926D?page=search,QI,"{'1': '{NH4[{Cu(bpy)}2(C2O4)Fe(C2O4)3]·H2O}n', '2': '{K[{Cu(bpy)}2(C2O4)Fe(C2O4)3]·H2O}n', '3a': '{[CuII(bpy)3][FeII2(C2O4)3]·H2O}n', '3b': '{[CuII(bpy)3][FeII2(C2O4)3]}n'}",{}
10.1039/c2dt12511k,['BAQXUO'],2012,1,https://pubs.rsc.org/en/content/articlehtml/2012/dt/c2dt12511k?page=search,dt,"{'1': '[Cu3(μ3-OH)(ppk)3(μ-N(CN)2)(OAc)]n', '2': '{[Cu4(pdmH)2(pdm)2(μ2-OH)(H2O)2]·(ClO4)}n', 'A': '[Cu3(O)L′3(ClO4)]2'}","{'1': ['[Cu3(μ3-OH)(ppk)3(μ-N(CN)2)(OAc)]n'], 'HL′': ['1,2-diphenyl-2-(methylimino)ethanone-1-oxime']}"
10.1039/C5CE01423A,"['LUSVUS', 'LUSVUS01', 'LUTJUH', 'LUTKAO', 'LUTKES', 'LUTKIW', 'LUTKOC']",2015,7,https://pubs.rsc.org/en/content/articlehtml/2015/CE/C5CE01423A?page=search,CE,"{'1': '{[Co0.5(bib)0.5(tftpa)0.5]·0.5H2O}n', '2': '[Cd2(bib)(tftpa)2]n', '3': '[Ni0.5(bib)0.5(tftpa)0.5]n', '4': '{[Co0.5(tftpa)(H2O)]·0.5bib·EtOH}n', '5': '{[Cd0.5(tftpa)(H2O)]·0.5bib·EtOH}n', '6': '[Cd3(bib)3(tftpa)3(MeOH)3]n', '7': '[Cd(bib)(tftpa)(MeOH)]n'}","{'bib': ['1,4-bis(2-methylimidazol-1-yl)butane']}"
10.1039/C7RA00738H,"['NATYUF', 'NATZAM', 'NAVLOO']",2017,3,https://pubs.rsc.org/en/content/articlehtml/2017/RA/C7RA00738H?page=search,RA,"{'1': '[Cu2(phen)2(EDPA)2(H2O)4]∞', '1a': '[Co(phen)(EDPA)(H2O)2]∞', '2': '{[CuII(phen)(MDPA)]·H2O]}∞', '3': '[MnII(bpy)(EDPA)(H2O)2]∞', '4': '[Zn(bpy)(EDPA)]∞', '5': 'NiII(phen)(H2O)4'}","{'EDPA': ['1,2-ethanediphosphonate'], 'bpy': ['2,2′-bipyridine', '(2,2′-bipyridine'], 'phen': ['1,10-phenanthroline'], '4': ['μ2-diphosphonates']}"
10.1039/C5DT00205B,"['DOYPUE', 'DOYQAL']",2015,2,https://pubs.rsc.org/en/content/articlehtml/2015/DT/C5DT00205B?page=search,DT,{'1': '[Dy(HNA)(NA)2(NO3)]n'},"{'1': ['1H-1,2,4-triazole']}"
10.1039/D1TC02841C,"['RAHYIM', 'RAHYOS']",2021,2,https://pubs.rsc.org/en/content/articlehtml/2021/TC/D1TC02841C?page=search,TC,"{'1': 'CdL(DMF)2', '2': '[CdL(H2O)3]·H2O'}","{'H2L': ['5-(1,3-dioxo-1H-benzo[de]isoquinolin-2(3H)-yl)isophthalic']}"
10.1039/c001150a,['YUZSIW'],2010,1,https://pubs.rsc.org/en/content/articlehtml/2010/01/c001150a?page=search,1,{},{}
10.1039/C6RA20359K,['EXEDUI'],2016,1,https://pubs.rsc.org/en/content/articlehtml/2016/RA/C6RA20359K?page=search,RA,{'1': '[Tb3(TCA)2(DMA)0.5(OH)3(H2O)0.5]·3H2O'},{}
10.1039/b803505a,['IFOCOW'],2008,1,https://pubs.rsc.org/en/content/articlehtml/2008/03/b803505a?page=search,3,{'1': '[Tb4(Htrenpa)(trenpa)(H2O)2]Cl·35H2O'},{}
10.1039/C5SC01796C,"['OHEQUP', 'OHEQUP01', 'OHEQUP02', 'OHEQUP03', 'OHEQUP04', 'OHEQUP05']",2015,6,https://pubs.rsc.org/en/content/articlehtml/2015/SC/C5SC01796C?page=search,SC,{'3f': 'Zn2(ndc)2(bpy)'},"{'4,4′-bpy': ['4,4′-bipyridine'], 'ndc': ['2,6-napthalene']}"
10.1039/C6DT01349J,['YOBWOD01'],2016,1,https://pubs.rsc.org/en/content/articlehtml/2016/DT/C6DT01349J?page=search,DT,"{'1': '[Gd(cit)(H2O)]∞', '2': '[Gd(nta)(H2O)2]∞'}",{}
10.1039/b204249e,"['XOMJOY', 'XOMJUE']",2002,2,https://pubs.rsc.org/en/content/articlehtml/2002/04/b204249e?page=search,4,{'1a': '[Sm2(BDA)3(DEF)2(py)2]·2DEF·5H2O'},{}
10.1039/b715947a,['PIWLAJ'],2008,1,https://pubs.rsc.org/en/content/articlehtml/2008/15/b715947a?page=search,15,"{'1': 'Cu8(Ph2As2Se2)2(PhAsSe2)2(dppm)4', '2': 'Cu4(Ph2As2Se2)2(PPh3)4', '3': '{K(18-crown-6)}2(PhAsSe3)', '4': 'Na12(PhAsSe3)6(15-crown-5)6', '5': '×[Na2(PhAsSe3)(thf)(H2O)3]×'}","{'3': ['{K(18-crown-6)}2(PhAsSe3)'], '4': ['Na12(PhAsSe3)6(15-crown-5)6'], 'Ar': ['4-anisyl']}"
10.1039/C7TC05707E,['DEQMUK'],2018,1,https://pubs.rsc.org/en/content/articlehtml/2018/TC/C7TC05707E?page=search,TC,{},{}
10.1039/C3CC47445C,['BITYUA'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/CC/C3CC47445C?page=search,CC,"{'13': '[1]PtMe3', '11': 'diphenylplatinum(IV)'}",{}
10.1039/c2ra00968d,['ZARMOU01'],2012,1,https://pubs.rsc.org/en/content/articlehtml/2012/ra/c2ra00968d?page=search,ra,"{'1': '[(CH3)2N(CH2Cl)NH2]2Cl', '2': '[(CH3)2N(CH2Cl)NH2][NO3]', '3': '[(CH3)2N(CH2Cl)NH2][ClO4]', '4': '[(CH3)2N(CH2Cl)NH2][N3]', '5': '[(CH3)2N(CH2Cl)NH2][(N(CN)2])', '7': '[(CH3)2N(CH2Cl)NH2]2[N4C–NN–CN4]', '8': '[(CH3)2N(CH2Cl)NH2][(NO2)3Ph–O]', '9': '[(CH3)2N(CH2Cl)NH2][H2N–CN4]'}","{'7': ['5,5′-azotetrazolate'], 'RDX': ['1,3,5-trinitroperhydro-1,3,5-triazine']}"
10.1039/C4CE01591F,"['GUWGIQ', 'GUWGOW', 'GUWGUC', 'GUYGAK']",2014,4,https://pubs.rsc.org/en/content/articlehtml/2014/CE/C4CE01591F?page=search,CE,"{'1': 'C48H40N12O19Mo6Cu2', '2': '[CuII2Lo2][β-Mo8O26]·2H2O', '3': '[CuII4Lo2(pypz)4][α-Mo8O26]·3H2O', '4': '[CuII4Lp4(H2O)4][α-Mo8O26][β-Mo8O26]·4H2O', '5': '[CuI4Lp3][β-Mo8O26]·H2O', '6': '[CuI4Lp4][α-Mo8O26]', '7': '[CuI2Lp2(Emim)2][β-Mo8O26]'}","{'Lo': ['1,2-bppmb'], 'Lp': ['1,4-bppmb'], 'pypz': ['3-(2-pyridyl)pyrazole'], 'Emim': ['1-ethyl-3-methylimidazolium']}"
10.1039/D1CE00481F,"['ITAXIN', 'ITAXOT', 'ITAXUZ', 'ITAYAG', 'ITEBER']",2021,5,https://pubs.rsc.org/en/content/articlehtml/2021/CE/D1CE00481F?page=search,CE,"{'CP6': '[Zn4(Ter)(H2O)(DMF)]n', 'CP1': '[Co2L2(Suc)(H2O)2]n', 'CP2': '[Co2L2(Fum)(H2O)2]n', 'CP3': '[Co2L2(Ter)(H2O)2]n', 'CP4': '[Zn2L2(Suc)(H2O)2]n', 'CP5': '[Zn2L2(Fum)(H2O)2]n', 'L': 'C13H15N3O2'}","{'L': ['1-phenyl-3-((pyridin-4-yl)methyl)urea', '1-Phenyl-3-((pyridin-4-yl)methyl)urea'], 'BTEC': ['1,2,4,5-benzenetetracarboxylate']}"
10.1039/C7CY01385J,['ECOBUW'],2017,1,https://pubs.rsc.org/en/content/articlehtml/2017/CY/C7CY01385J?page=search,CY,{},"{'H2ODA': ['2,2′-oxydiacetic']}"
10.1039/C5RA06308F,['MUGSOY'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/RA/C5RA06308F?page=search,RA,{},"{'H3L1': ['2,4,6-tris(4-carboxyphenoxy)-1,3,5-triazine']}"
10.1039/C5CE00690B,"['OHIXUA01', 'OJASID', 'OJASOJ', 'OJATAW']",2015,4,https://pubs.rsc.org/en/content/articlehtml/2015/CE/C5CE00690B?page=search,CE,"{'1': '{[Zn(pyim2)2]·(PF6)2}n', '2': '{[trans-Cd(pyim2)2(DMF)2]·(PF6)2·(DMF)2}n', '3': '{[trans-Cd(pyim2)2(H2O)2]·(NO3)2}n', '4': '{[trans-Cd(pyim2)2(H2O)2]·(PF6)·(NO3)·(H2O)2}n'}",{}
10.1039/c2dt12166b,['FAZZEN'],2012,1,https://pubs.rsc.org/en/content/articlehtml/2012/dt/c2dt12166b?page=search,dt,"{'1': 'Ag2(9-aca)2', '4': 'Ag6(imidH)4(9-aca)6(MeOH)2', '5': '{[Ag(1-Me-imid)2]2[Ag4(9-aca)6]}', '6': '{[Ag(1-Bu-imid)2]2[Ag4(9-aca)6]}', '7': '[Ag(apim)](9-aca)·H2O', '2': 'Ag4(9-aca)4(NH3)2'}","{'1': ['Ag2(9-aca)2'], '3': ['(9-aca)'], '4': ['Ag6(imidH)4(9-aca)6(MeOH)2'], '5': ['{[Ag(1-Me-imid)2]2[Ag4(9-aca)6]}'], '6': ['{[Ag(1-Bu-imid)2]2[Ag4(9-aca)6]}'], '7': ['[Ag(apim)](9-aca)·H2O'], '2': ['Ag4(9-aca)4(NH3)2'], '9-acaH': ['9-anthracenecarboxylic'], '1-Me-imid': ['1-methylimidazole'], '1-Bu-imid': ['1-butylimidazole'], 'apim': ['1-(3-aminopropyl)imidazole'], 'HL': ['2-thiophene'], 'phen': ['1,10-phenanthroline'], 'phendio': ['1,10-phenanthroline-5,6-dione'], 'dmp': ['2,6-dimethylpyridine']}"
10.1039/C3CE26766K,"['PESSOX', 'PESSUD', 'PESTAK', 'PESTEO', 'XEYGUF', 'XEYHAM', 'XEYHEQ', 'XEYHIU', 'XEYHOA']",2013,9,https://pubs.rsc.org/en/content/articlehtml/2013/CE/C3CE26766K?page=search,CE,"{'1·Gd': '[Gd2(cam)2(NO3)2(MeOH)4]n', '1·Tb': '[Tb2(cam)2(NO3)2(MeOH)4]n', '1·Dy': '[Dy2(cam)2(NO3)2(MeOH)4]n', '1·Ho': '[Ho2(cam)2(NO3)2(MeOH)4]n', '1·Er': '[Er2(cam)2(NO3)2(MeOH)4]n', '2·Tb': '[Tb(D-cam)(O2CH)]n', '2·Dy': '[Dy(D-cam)(O2CH)]n', '2·Ho': '[Ho(D-cam)(O2CH)]n', '2·Er': '[Er(D-cam)(O2CH)]n'}",{}
10.1039/C8CC05402A,['SIQCED'],2018,1,https://pubs.rsc.org/en/content/articlehtml/2018/CC/C8CC05402A?page=search,CC,{},{}
10.1039/D0CE00990C,"['YUWQIT', 'YUWQOZ', 'YUWTAO']",2020,3,https://pubs.rsc.org/en/content/articlehtml/2020/CE/D0CE00990C?page=search,CE,{'1': '[Mg2(DMTDC)2(DMF)3(H2O)2]·2DMF·2H2O'},{}
10.1039/c2dt12215d,['WAQDOJ'],2012,1,https://pubs.rsc.org/en/content/articlehtml/2012/dt/c2dt12215d?page=search,dt,{},{}
10.1039/C4CE02121E,"['WOZPEI', 'WOZPIM', 'WOZPOS', 'WOZYER']",2015,4,https://pubs.rsc.org/en/content/articlehtml/2015/CE/C4CE02121E?page=search,CE,"{'2': 'Cu2(mttz)Cl', '4': 'Cu2(ettz)Cl', '1': 'C2H3CuN4S', '3': 'C3H5CuN4S'}",{}
10.1039/c0ce00871k,"['IQIJIC', 'IQIJOI', 'IQIJUO']",2011,3,https://pubs.rsc.org/en/content/articlehtml/2011/ce/c0ce00871k?page=search,ce,"{'1': '{[Co(L1)(bpp)(H2O)]·0.63H2O}n', '2': '[Ni(L1)(bpp)(H2O)(CH3OH)]n', '3': 'C88H78Co3N8O22'}","{'H2L1': ['1,2-bis(4-carboxy-phenoxy)ethane'], 'bpp': ['1,3–bis(4-pyridyl)propane'], 'bpe': ['1,2–bis(4-pyridyl)ethene']}"
10.1039/C9CC00692C,"['VIWCIQ', 'VIWCOW']",2019,2,https://pubs.rsc.org/en/content/articlehtml/2019/CC/C9CC00692C?page=search,CC,{'FJI-H20': 'C47H57Zn4N7O22'},"{'H6DPOT': ['5,5′,5′′-((1,3,5-triazine-2,4,6-triyl)tris(oxy))tri-isophthalic']}"
10.1039/C6CE02393B,"['PAJFUE', 'PAJGAL', 'PAJGEP', 'PAJKET', 'PAJKIX']",2017,5,https://pubs.rsc.org/en/content/articlehtml/2017/CE/C6CE02393B?page=search,CE,"{'3a': '1,2-Bis(1-isoquinolinecarboxamide)ethane', '3b': '1,3-Bis(1-isoquinolinecarboxamide)propane', '3c': '1,4-Bis(1-isoquinolinecarboxamide)butane', '3d': '1,5-Bis(1-isoquinolinecarboxamide)pentane', '3e': '1,6-Bis(1-isoquinolinecarboxamide)hexane', '3f': '1,7-Bis(1-isoquinolinecarboxamide)heptane', '4a': '[Ag(3a)]n·nClO4', '4b': '[Ag(3b)]n·nClO4·nH2O', '4c': '[Ag(3c)]n·nClO4·nH2O·nCH3CH2OH', '4e': '[Ag(3e)]n·nClO4', '4f': '[Ag(3f)]n·nClO4'}","{'1n': ['bis(2-quinolinecarboxamide)alkanes', 'bis(2-quinolinecarboxamide)'], '2n': ['bis(6-quinolinecarboxamide)alkanes', 'bis(6-quinolinecarboxamide)'], '3n': ['bis(1-isoquinolinecarboxamide)alkane'], '3a': ['1,2-Bis(1-isoquinolinecarboxamide)ethane'], '3b': ['1,3-Bis(1-isoquinolinecarboxamide)propane'], '3c': ['1,4-Bis(1-isoquinolinecarboxamide)butane'], '3d': ['1,5-Bis(1-isoquinolinecarboxamide)pentane'], '3e': ['1,6-Bis(1-isoquinolinecarboxamide)hexane'], '3f': ['1,7-Bis(1-isoquinolinecarboxamide)heptane']}"
10.1039/C5CC05566K,"['JUQPIW', 'JUQSIZ']",2015,2,https://pubs.rsc.org/en/content/articlehtml/2015/CC/C5CC05566K?page=search,CC,{'1D': '{[D-HAPA]4[Cd8(OBA)10]}'},{'A': ['4-nitroaniline']}
10.1039/C3CE42087F,['JOFKIA'],2014,1,https://pubs.rsc.org/en/content/articlehtml/2014/CE/C3CE42087F?page=search,CE,{'1': '{[Cu(atc)(H2O)]·H2O}n'},"{'atc2−': ['3-amino-1,2,4-triazole-5-carboxylate']}"
10.1039/C5RA20443G,"['ZUXBEB', 'ZUXBIF']",2016,2,https://pubs.rsc.org/en/content/articlehtml/2016/RA/C5RA20443G?page=search,RA,"{'1': 'Zn3(IPT)2(DPA)2', '2': '[Zn3(IPT)2(PYDC)2]·2H2O'}","{'CPI': ['1-(4-cyanophenyl)imidazole'], 'HIPT': ['5-[4-(imidazol-1-yl)phenyl]tetrazole'], 'H2DPA': ['[1,1′-biphenyl]-2,2′-dicarboxylic'], 'H2PYDC': ['pyridine-2,4-dicarboxylic'], 'DPA': ['[1,1′-biphenyl]-2,2′-dicarboxylic']}"
10.1039/C4QI00148F,['ZOTFEV'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/QI/C4QI00148F?page=search,QI,{},"{'3a': ['4-phenyltriazole'], '4a': ['5-phenyltrazole']}"
10.1039/D1DT04291B,"['YATVEY', 'YATVIC']",2022,2,https://pubs.rsc.org/en/content/articlehtml/2022/DT/D1DT04291B?page=search,DT,"{'L-1': 'K4Na6[MnIIMnIII12CuII8(μ3-O)8(L-tart)12(O2CH)0.5(O2CMe)0.6(H2O)0.9]·18.6H2O', 'D-1': 'K4Na6[MnIIMnIII12CuII8(μ3-O)8(D-tart)12(O2CH)0.5(O2CMe)0.6(H2O)0.9]·21.5H2O'}",{}
10.1039/C1CE06015E,"['FAHLIL', 'FAHLOR', 'FAHLUX']",2012,3,https://pubs.rsc.org/en/content/articlehtml/2012/CE/C1CE06015E?page=search,CE,"{'1': '[Cu(L)(phen)]n', '2': '[Cu(L)(4bpy)(H2O)]n', '3': '{[Cu2(L)2(μ3-OH)](H2dabco)0.5(H2O)}n', '4': '{[Mn2(L)(phen)4](H2O)2(ClO4)2}2', '5': '{[Mn2(L)(2bpy)4](2bpy)0.5(ClO4)2}2'}","{'L': ['5,6-dihydro-1,4-dithiin-2,3-dicarboxylate'], 'phen': ['1,10-phenanthroline'], '4bpy': ['4,4′-bipyridine'], 'dabco': ['1,4-diazabicyclo[2,2,2]octane'], '2bpy': ['2,2′-bipyridine']}"
10.1039/c3cc39286d,"['XICJOK', 'XICJUQ', 'XICKAX']",2013,3,https://pubs.rsc.org/en/content/articlehtml/2013/cc/c3cc39286d?page=search,cc,"{'1': '[Cd(1,3-bdc)(4-spy)2]n', '3': '{[Cd(H2O)(1,3-bdc)(bpbpf)]·H2O}n', '2': '[Cd(1,3-bdc)(4-spy)(HT-ppcb)0.5]n'}","{'1': ['[Cd(1,3-bdc)(4-spy)2]n'], '3': ['{[Cd(H2O)(1,3-bdc)(bpbpf)]·H2O}n'], '2': ['[Cd(1,3-bdc)(4-spy)(HT-ppcb)0.5]n'], 'B': ['1,4-dione'], '1,3-H2bdc': ['1,3-benzenedicarboxylic'], '4-spy': ['4-styrylpyridine'], 'HT-ppcb': ['1,3-bis(4′-pyridyl)2,4-bis(phenyl)cyclobutane'], 'HH-ppcb': ['1,2-bis(4-pyridyl)-3,4-bis(phenyl)cyclobutane–the']}"
10.1039/b905794c,"['QUMXOM', 'QUMXUS']",2009,2,https://pubs.rsc.org/en/content/articlehtml/2009/05/b905794c?page=search,5,"{'1': '{[Cu2(THFTCA)(phen)]·H2O}n', '2': '[Cd2(THFTCA)(H2O)3]n', '3': 'Mn{Mn3(µ3-F)(bta)3(H2O)6}2', '4': 'Zn{Zn3(OH)(Hbta)3(H2O)3}2'}","{'phen': ['1,10-phenanthroline']}"
10.1039/D0TA07959F,['EHIBIJ'],2021,1,https://pubs.rsc.org/en/content/articlehtml/2021/TA/D0TA07959F?page=search,TA,{'Zn-MOF': '{[Zn2(5-OH-BDC)2L2]·1.5H2O}n'},"{'Zn-MOF': ['{[Zn2(5-OH-BDC)2L2]·1.5H2O}n'], '5-OH-H2BDC': ['5-hydroxy-1,3-benzenedicarboxylic'], 'L': ['(pyridin-4-yl)methyl']}"
10.1039/b904622d,"['GULWUG', 'GULXAN', 'GULXER', 'GULXIV']",2009,4,https://pubs.rsc.org/en/content/articlehtml/2009/04/b904622d?page=search,4,"{'1': '[Ni20(R-2-MG1)12(S-2-MG2)8(H2O)8]·20H2O', '2': '[Co20(R-2-MG)12(S-2-MG)8(H2O)8]·16H2O', '3': '(S-2-MG)12(3-MG)8(H2O)8]·20H2O', '4': '(R-2-MG)12(3-MG)8(H2O)8]·20H2O'}","{'1': ['[Ni20(R-2-MG1)12(S-2-MG2)8(H2O)8]·20H2O'], '2': ['[Co20(R-2-MG)12(S-2-MG)8(H2O)8]·16H2O']}"
10.1039/C3CE26177H,['GEYFIB'],2013,1,https://pubs.rsc.org/en/content/articlehtml/2013/CE/C3CE26177H?page=search,CE,{},{}
10.1039/C5RA01796C,['NUCPOS'],2015,1,https://pubs.rsc.org/en/content/articlehtml/2015/RA/C5RA01796C?page=search,RA,"{'1·Eu': '{[KEu(Hqlc)(qlc)(H2O)6(OH)]2+·2Cl−}n', '5·Sm': 'Eu(4·Eu)', '7·Tb': 'Gd(6·Gd)', '6·Gd': 'Sm(5·Sm)', '8·Dy': 'Tb(7·Tb)', '1': '{[KEu(Hqlc)(qlc)2(H2O)6(OH)]2+·2Cl−}n', '2': '{[Eu(qlc)2(phen)(H2O)2]+·Cl−}·CH3CN', '3': '[Eu(qlc)2(phen)(NO3)]·H2O', '4': 'C30H28N3O11Eu', '5': 'C30H28N3O11Sm', '6': 'C30H28N3O11Gd', '7': 'C30H28N3O11Tb', '8': 'C30H28N3O11Dy', '9': 'C30H28N3O11Ho'}",{'Hqlc': ['quinoline-3-carboxylic']}
10.1039/C3CC40645H,['SEYHUB'],2013,1,https://pubs.rsc.org/en/content/articlehtml/2013/CC/C3CC40645H?page=search,CC,"{'2': '[KBi(asp)4]∞', '1': '[Bi(asp)3]∞'}",{}
10.1039/C7CE00661F,['YAVWUQ'],2017,1,https://pubs.rsc.org/en/content/articlehtml/2017/CE/C7CE00661F?page=search,CE,{},{}
10.1039/D1DT02748D,['BAHMIK'],2021,1,https://pubs.rsc.org/en/content/articlehtml/2021/DT/D1DT02748D?page=search,DT,{},{}
10.1039/C7DT03761A,"['WETNAN', 'WETNER', 'WETNIV', 'WETNOB']",2018,4,https://pubs.rsc.org/en/content/articlehtml/2018/DT/C7DT03761A?page=search,DT,"{'1': '{[Zn(tta)0.5(m-bimb)]·H2O}n', '2': '[Ni2(tta)(m-bimb)2(H2O)]n', '3': '[Ni(H2tta)(o-bimb)(H2O)]n', '4': '[Cd(tta)0.5(o-bimb)]n', 'V': 'VI'}","{'I': ['2,5-dibromo-p-xylene'], 'm-bimb': ['1,3-bis(imidazol-1-ylmethyl)benzene'], 'o-bimb': ['1,2-bis(imidazol-1-ylmethyl)benzene']}"
10.1039/c1dt10682a,"['IXUQUO', 'IXURAV', 'IXUREZ', 'IXURID']",2011,4,https://pubs.rsc.org/en/content/articlehtml/2011/dt/c1dt10682a?page=search,dt,"{'1a': '[Zn(bdc)(bphy)]·DMF·H2O', '1b': '[Zn(bdc)(bphy)]·EtOH·H2O', '2a': '[Zn2(bdc)2(bphy)]·1.5EtOH·H2O', '2b': '[Zn2(bdc)2(bphy)]·DMA·1.5H2O', '2': 'Zn2(bdc)2(bphy)'}","{'bphy': ['1,2-bis(4-pyridyl)hydrazine']}"
